folder,file,function,cognitive_complexity
bzlib,scc_29_root_22_add_pair_to_block.rs.json,test_add_pair_to_block,0.0
bzlib,scc_2_root_2_BZ2_bzDecompressEnd.rs.json,setup_mismatched_bz_stream,0.0
bzlib,scc_2_root_2_BZ2_bzDecompressEnd.rs.json,setup_valid_bz_stream,0.0
bzlib,scc_2_root_2_BZ2_bzDecompressEnd.rs.json,bz2_bz_decompress_end,12.0
bzlib,scc_2_root_2_BZ2_bzDecompressEnd.rs.json,test_normal_decompress_end,0.0
bzlib,scc_2_root_2_BZ2_bzDecompressEnd.rs.json,test_null_bz_stream,0.0
bzlib,scc_39_BZ2_bzDecompressInit_40_bzReadOpen.rs.json,bz2_bzread_open,9.0
bzlib,scc_39_BZ2_bzDecompressInit_40_bzReadOpen.rs.json,bz2_bzdecompress_init,8.0
bzlib,scc_39_BZ2_bzDecompressInit_40_bzReadOpen.rs.json,test_bz2_bzread_open,0.0
bzlib,scc_8_root_6_unRLE_obuf_to_output_FAST.rs.json,unRLE_obuf_to_output_FAST,35.0
bzlib,scc_3_BZ2_bzReadClose.rs.json,BZ2_bzReadClose,13.0
bzlib,scc_3_BZ2_bzReadClose.rs.json,test_bz2_bz_read_close,0.0
bzlib,scc_9_root_7_BZ2_bzReadGetUnused.rs.json,bz2_bz_read_get_unused,5.0
bzlib,scc_9_root_7_BZ2_bzReadGetUnused.rs.json,set_error,2.0
bzlib,scc_75_BZ2_bzCompress_76_BZ2_bzWriteClose64.rs.json,bz2_compress,19.0
bzlib,scc_75_BZ2_bzCompress_76_BZ2_bzWriteClose64.rs.json,bz2_bz_write_close64,25.0
bzlib,scc_75_BZ2_bzCompress_76_BZ2_bzWriteClose64.rs.json,set_error,2.0
bzlib,scc_62_BZ2_bz__AssertH__fail.rs.json,bz2_bz_assert_h_fail,1.0
bzlib,scc_62_BZ2_bz__AssertH__fail.rs.json,test_bz2_bz_assert_h_fail,3.0
bzlib,scc_64_BZ2_bzDecompress_65_BZ2_bzRead.rs.json,BZ2_bzDecompress,0.0
bzlib,scc_64_BZ2_bzDecompress_65_BZ2_bzRead.rs.json,BZ2_bzRead,0.0
bzlib,scc_70_handle_compress.rs.json,handle_compress,15.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,prepare_new_block,1.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,init_rl,0.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,is_empty_rl,1.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,flush_rl,1.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,test_prepare_new_block,1.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,test_init_rl,0.0
bzlib,scc_25_root_33_prepare_new_block_init_RL_isempty_RL_flush_RL_bzlib_static.rs.json,test_is_empty_rl,0.0
bzlib,scc_30_copy_input_until_stop_31_copy_output_until_stop.rs.json,copy_input_until_stop,68.0
bzlib,scc_30_copy_input_until_stop_31_copy_output_until_stop.rs.json,copy_output_until_stop,11.0
bzlib,scc_30_copy_input_until_stop_31_copy_output_until_stop.rs.json,test_copy_input_until_stop,0.0
bzlib,scc_30_copy_input_until_stop_31_copy_output_until_stop.rs.json,test_copy_output_until_stop,0.0
bzlib,scc_7_unRLE_obuf_to_output_SMALL.rs.json,un_rle_obuf_to_output_small,32.0
bzlib,scc_7_unRLE_obuf_to_output_SMALL.rs.json,free_dstate,0.0
bzlib,scc_7_unRLE_obuf_to_output_SMALL.rs.json,test_un_rle_obuf_to_output_small,0.0
bzlib,scc_73_BZ2_bzWrite.rs.json,bz2_bz_write,29.0
bzlib,scc_73_BZ2_bzWrite.rs.json,set_error,1.0
bzlib,scc_6_root_5_BZ2_indexIntoF.rs.json,bz2_index_into_f,4.0
bzlib,scc_6_root_5_BZ2_indexIntoF.rs.json,test_bz2_index_into_f,1.0
bzlib,scc_75_BZ2_bzCompress_76_BZ2_bzWriteClose64.c.json,BZ2_bzCompress,25.0
bzlib,scc_75_BZ2_bzCompress_76_BZ2_bzWriteClose64.c.json,BZ2_bzWriteClose,0.0
bzlib,scc_75_BZ2_bzCompress_76_BZ2_bzWriteClose64.c.json,BZ2_bzWriteClose64,53.0
bzlib,scc_10_root_5_BZ2_bzDecompressEnd.c.json,BZ2_bzDecompressEnd,6.0
bzlib,scc_64_BZ2_bzDecompress.c.json,,0.0
bzlib,scc_64_BZ2_bzDecompress.c.json,BZ2_bzDecompress,48.0
bzlib,scc_64_BZ2_bzDecompress.c.json,BZ2_bzRead,75.0
bzlib,scc_64_BZ2_bzDecompress.c.json,test_BZ2_bzDecompress,0.0
bzlib,scc_64_BZ2_bzDecompress.c.json,main,0.0
bzlib,scc_11_BZ2_bzReadClose.c.json,BZ2_bzReadClose,13.0
bzlib,scc_11_BZ2_bzReadClose.c.json,test_BZ2_bzReadClose,0.0
bzlib,scc_11_BZ2_bzReadClose.c.json,main,0.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,,0.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,,0.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,BZ2_indexIntoF,4.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,initializeDState,2.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,freeDState,3.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,unRLE_obuf_to_output_FAST,162.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,test_unRLE_obuf_to_output_FAST,0.0
bzlib,scc_16_root_9_unRLE_obuf_to_output_FAST.c.json,main,0.0
bzlib,scc_24_root_16_BZ2_bzCompressEnd.c.json,BZ2_bzCompressEnd,6.0
bzlib,scc_24_root_16_BZ2_bzCompressEnd.c.json,init_suite1,0.0
bzlib,scc_24_root_16_BZ2_bzCompressEnd.c.json,clean_suite1,0.0
bzlib,scc_24_root_16_BZ2_bzCompressEnd.c.json,testBZ2_bzCompressEnd_null_stream,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,BZ2_bzWrite,54.0
bzlib,scc_77_BZ2_bzWrite.c.json,test_invalid_params,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,test_non_write_mode,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,test_file_error,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,test_zero_length,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,test_compress_error,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,test_write_error,0.0
bzlib,scc_77_BZ2_bzWrite.c.json,main,0.0
bzlib,scc_38_copy_input_until_stop.c.json,copy_input_until_stop,49.0
bzlib,scc_38_copy_input_until_stop.c.json,copy_output_until_stop,7.0
bzlib,scc_38_copy_input_until_stop.c.json,test_copy_input_until_stop,0.0
bzlib,scc_38_copy_input_until_stop.c.json,test_copy_output_until_stop,0.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,,0.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,,0.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,BZ2_indexIntoF,4.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,initializeDState,2.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,freeDState,3.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,unRLE_obuf_to_output_SMALL,149.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,test_unRLE_obuf_to_output_SMALL,1.0
bzlib,scc_15_unRLE_obuf_to_output_SMALL.c.json,main,3.0
bzlib,scc_74_handle_compress.c.json,handle_compress,23.0
bzlib,scc_74_handle_compress.c.json,init_suite,0.0
bzlib,scc_74_handle_compress.c.json,clean_suite,0.0
bzlib,scc_74_handle_compress.c.json,test_handle_compress,0.0
bzlib,scc_62_BZ2_bz__AssertH__fail.c.json,BZ2_bz__AssertH__fail,1.0
bzlib,scc_62_BZ2_bz__AssertH__fail.c.json,test_BZ2_bz__AssertH__fail,2.0
bzlib,scc_61_root_42_BZ2_bzlibVersion.c.json,BZ2_bzlibVersion,0.0
bzlib,scc_61_root_42_BZ2_bzlibVersion.c.json,test_BZ2_bzlibVersion,0.0
bzlib,scc_44_root_30_default_bzfree.c.json,bz_config_ok,3.0
bzlib,scc_44_root_30_default_bzfree.c.json,default_bzalloc,0.0
bzlib,scc_44_root_30_default_bzfree.c.json,default_bzfree,1.0
bzlib,scc_44_root_30_default_bzfree.c.json,test_bz_config_ok,0.0
bzlib,scc_44_root_30_default_bzfree.c.json,test_default_bzalloc_and_bzfree,0.0
bzlib,scc_37_root_25_add_pair_to_block.c.json,add_pair_to_block,2.0
bzlib,scc_37_root_25_add_pair_to_block.c.json,test_add_pair_to_block,0.0
bzlib,scc_17_root_10_BZ2_bzReadGetUnused.c.json,_IO_FILE,0.0
bzlib,scc_17_root_10_BZ2_bzReadGetUnused.c.json,BZ2_bzReadGetUnused,18.0
bzlib,scc_17_root_10_BZ2_bzReadGetUnused.c.json,test_BZ2_bzReadGetUnused_null_bzFile,0.0
bzlib,scc_47_BZ2_bzDecompressInit_48_bzReadOpen.c.json,BZ2_bzDecompressInit,9.0
bzlib,scc_47_BZ2_bzDecompressInit_48_bzReadOpen.c.json,BZ2_bzReadOpen,27.0
bzlib,scc_40_root_27_isempty_RL.c.json,prepare_new_block,1.0
bzlib,scc_40_root_27_isempty_RL.c.json,init_RL,0.0
bzlib,scc_40_root_27_isempty_RL.c.json,isempty_RL,3.0
bzlib,scc_40_root_27_isempty_RL.c.json,flush_RL,1.0
bzlib,scc_40_root_27_isempty_RL.c.json,test_prepare_new_block,1.0
bzlib,scc_40_root_27_isempty_RL.c.json,test_init_RL,0.0
bzlib,scc_40_root_27_isempty_RL.c.json,test_isempty_RL,0.0
bzlib,scc_14_root_8_BZ2_indexIntoF.c.json,test_BZ2_indexIntoF,1.0
bzlib,scc_14_root_8_BZ2_indexIntoF.c.json,main,3.0
bzlib,scc_14_root_8_BZ2_indexIntoF.c.json,BZ2_indexIntoF,4.0
bzlib,scc_53_root_35_myfeof.c.json,myfeof,1.0
bzlib,scc_53_root_35_myfeof.c.json,test_myfeof,1.0
bzlib,scc_49_BZ2_bzCompressInit_50_BZ2_bzWriteOpen.c.json,BZ2_bzWriteOpen,26.0
bzlib,scc_49_BZ2_bzCompressInit_50_BZ2_bzWriteOpen.c.json,BZ2_bzCompressInit,17.0
bzlib,scc_49_BZ2_bzCompressInit_50_BZ2_bzWriteOpen.c.json,test_BZ2_bzWriteOpen,2.0
bzlib,scc_49_BZ2_bzCompressInit_50_BZ2_bzWriteOpen.c.json,test_BZ2_bzCompressInit,1.0
blocksort,scc_72_BZ2_blockSort.rs.json,fill_2d_array,3.0
blocksort,scc_72_BZ2_blockSort.rs.json,fill_2d_array_len_pack,3.0
blocksort,scc_72_BZ2_blockSort.rs.json,read_lines,0.0
blocksort,scc_72_BZ2_blockSort.rs.json,block_sort,17.0
blocksort,scc_72_BZ2_blockSort.rs.json,read_dat_file,6.0
blocksort,scc_72_BZ2_blockSort.rs.json,test_read_dat_file,0.0
blocksort,scc_28_root_19_mainGtU.rs.json,main_gt_u,18.0
blocksort,scc_28_root_19_mainGtU.rs.json,read_dat_file,6.0
blocksort,scc_28_root_19_mainGtU.rs.json,test_read_dat_file,0.0
blocksort,scc_71_fallbackSort.rs.json,saveBlockArrayToFile,4.0
blocksort,scc_71_fallbackSort.rs.json,print_int_and_byte_view_of_array,1.0
blocksort,scc_71_fallbackSort.rs.json,read_dat_file,6.0
blocksort,scc_71_fallbackSort.rs.json,save_to_file,3.0
blocksort,scc_71_fallbackSort.rs.json,fallback_sort,43.0
blocksort,scc_71_fallbackSort.rs.json,test_read_dat_file,2.0
blocksort,scc_70_fallbackQSort3.rs.json,read_dat_file,6.0
blocksort,scc_70_fallbackQSort3.rs.json,fallback_qsort_3,30.0
blocksort,scc_70_fallbackQSort3.rs.json,test_read_dat_file,1.0
blocksort,scc_30_root_20_mmed3.rs.json,mmed3,4.0
blocksort,scc_30_root_20_mmed3.rs.json,test_mmed3,0.0
blocksort,scc_30_root_20_mmed3.rs.json,main,0.0
blocksort,scc_28_root_19_mainGtU -copy.rs.json,main_gt_u,18.0
blocksort,scc_28_root_19_mainGtU -copy.rs.json,test_main_gt_u,0.0
blocksort,scc_31_root_21_fallbackSimpleSort.rs.json,fallback_simple_sort,12.0
blocksort,scc_31_root_21_fallbackSimpleSort.rs.json,test_fallback_simple_sort,2.0
blocksort,scc_29_mainSimpleSort.rs.json,main_simple_sort,26.0
blocksort,scc_29_mainSimpleSort.rs.json,read_dat_file,6.0
blocksort,scc_29_mainSimpleSort.rs.json,test_read_dat_file,0.0
blocksort,scc_69_mainSortbk.rs.json,saveBlockArrayToFile,4.0
blocksort,scc_69_mainSortbk.rs.json,save_array_to_file,1.0
blocksort,scc_69_mainSortbk.rs.json,print_255,3.0
blocksort,scc_69_mainSortbk.rs.json,print_65537,3.0
blocksort,scc_69_mainSortbk.rs.json,print_255_copy_i32,3.0
blocksort,scc_69_mainSortbk.rs.json,main_sort,131.0
blocksort,scc_69_mainSortbk.rs.json,read_dat_file,6.0
blocksort,scc_69_mainSortbk.rs.json,test_read_dat_file,0.0
blocksort,scc_68_mainQSort3.rs.json,read_dat_file,6.0
blocksort,scc_68_mainQSort3.rs.json,main_q_sort3,44.0
blocksort,scc_68_mainQSort3.rs.json,test_read_dat_file,1.0
blocksort,scc_69_mainSort.rs.json,read_dat_file,6.0
blocksort,scc_69_mainSort.rs.json,saveArrayToFile,4.0
blocksort,scc_69_mainSort.rs.json,main_sort,146.0
blocksort,scc_69_mainSort.rs.json,test_read_dat_file,0.0
blocksort,scc_28_root_19_mainGtU✅.c.json,mainGtU,18.0
blocksort,scc_28_root_19_mainGtU✅.c.json,test_mainGtU_from_file,17.0
blocksort,scc_71_fallbackSort.c.json,fallbackSort,80.0
blocksort,scc_68_mainQSort3.c.json,mainQSort3,56.0
blocksort,scc_68_mainQSort3.c.json,test_mainQSort3_fromFile,4.0
blocksort,scc_31_root_21_fallbackSimpleSort🌟.c.json,fallbackSimpleSort,12.0
blocksort,scc_31_root_21_fallbackSimpleSort🌟.c.json,test_fallbackSimpleSort,2.0
blocksort,scc_31_root_21_fallbackSimpleSort🌟.c.json,main,3.0
blocksort,scc_72_BZ2_blockSort.c.json,BZ2_blockSort,19.0
blocksort,scc_72_BZ2_blockSort.c.json,test_BZ2_blockSort,0.0
blocksort,scc_72_BZ2_blockSort.c.json,main,3.0
blocksort,scc_70_fallbackQSort3.c.json,fallbackQSort3,51.0
blocksort,scc_70_fallbackQSort3.c.json,test_fallbackQSort3,1.0
blocksort,scc_70_fallbackQSort3.c.json,main,3.0
blocksort,scc_29_mainSimpleSort✅.c.json,mainSimpleSort,38.0
blocksort,scc_29_mainSimpleSort✅.c.json,count_items,3.0
blocksort,scc_29_mainSimpleSort✅.c.json,read_array_values,6.0
blocksort,scc_29_mainSimpleSort✅.c.json,read_array_hex_values,6.0
blocksort,scc_29_mainSimpleSort✅.c.json,test_mainSimpleSort,1.0
blocksort,scc_69_mainSort.c.json,mainSort,91.0
blocksort,scc_69_mainSort.c.json,testMainSort,1.0
blocksort,scc_30_root_20_mmed3.c.json,mmed3,4.0
blocksort,scc_30_root_20_mmed3.c.json,test_mmed3,0.0
bzip2,scc_100_testf.rs.json,testf,12.0
bzip2,scc_84_applySavedTimeInfoToOutputFile_85_applySavedFileAttrToOutputFile_86_saveInputFileMetaInfo.rs.json,save_input_file_meta_info,0.0
bzip2,scc_84_applySavedTimeInfoToOutputFile_85_applySavedFileAttrToOutputFile_86_saveInputFileMetaInfo.rs.json,apply_saved_time_info_to_output_file,3.0
bzip2,scc_84_applySavedTimeInfoToOutputFile_85_applySavedFileAttrToOutputFile_86_saveInputFileMetaInfo.rs.json,apply_saved_file_attr_to_output_file,3.0
bzip2,scc_1_root_1_cadvise.rs.json,cadvise,1.0
